ozone,a,b,c,d,e,day,time
$52.7,36.9,551.5,0.0000,0.0000,0.0000,05/09/16,13:18:06
$52.6,36.9,551.5,0.0000,0.0000,0.0000,05/09/16,13:23:06
$53.0,36.9,551.4,0.0000,0.0000,0.0000,05/09/16,13:28:06
$53.8,36.9,551.5,0.0000,0.0000,0.0000,05/09/16,13:33:07
$51.7,36.9,551.3,0.0000,0.0000,0.0000,05/09/16,13:38:07
$50.5,36.8,551.1,0.0000,0.0000,0.0000,05/09/16,13:43:07
$51.9,36.8,551.2,0.0000,0.0000,0.0000,05/09/16,13:48:06
$51.1,36.8,551.3,0.0000,0.0000,0.0000,05/09/16,13:53:06
$49.5,36.8,551.2,0.0000,0.0000,0.0000,05/09/16,13:58:06
$52.0,36.7,551.1,0.0000,0.0000,0.0000,05/09/16,14:03:07
$51.6,36.7,551.1,0.0000,0.0000,0.0000,05/09/16,14:08:07
$52.1,36.7,551.1,0.0000,0.0000,0.0000,05/09/16,14:13:07
$52.9,36.7,551.0,0.0000,0.0000,0.0000,05/09/16,14:18:06
$53.2,36.7,551.0,0.0000,0.0000,0.0000,05/09/16,14:23:06
$55.4,36.7,550.9,0.0000,0.0000,0.0000,05/09/16,14:28:07
$52.1,36.7,550.7,0.0000,0.0000,0.0000,05/09/16,14:33:07
$53.5,36.7,550.7,0.0000,0.0000,0.0000,05/09/16,14:38:07
$52.1,36.7,550.8,0.0000,0.0000,0.0000,05/09/16,14:43:07
$53.4,36.7,550.8,0.0000,0.0000,0.0000,05/09/16,14:48:06
$54.7,36.7,550.7,0.0000,0.0000,0.0000,05/09/16,14:53:06
$53.3,36.7,550.7,0.0000,0.0000,0.0000,05/09/16,14:58:07
$51.0,36.6,550.7,0.0000,0.0000,0.0000,05/09/16,15:03:07
$51.2,36.6,550.7,0.0000,0.0000,0.0000,05/09/16,15:08:07
$51.4,36.6,550.7,0.0000,0.0000,0.0000,05/09/16,15:13:07
$50.6,36.6,550.5,0.0000,0.0000,0.0000,05/09/16,15:18:06
$50.3,36.6,550.5,0.0000,0.0000,0.0000,05/09/16,15:23:06
$48.9,36.6,550.3,0.0000,0.0000,0.0000,05/09/16,15:28:07
$49.4,36.6,550.5,0.0000,0.0000,0.0000,05/09/16,15:33:07
$50.7,36.6,550.2,0.0000,0.0000,0.0000,05/09/16,15:38:07
$50.1,36.6,550.4,0.0000,0.0000,0.0000,05/09/16,15:43:06
$49.6,36.6,550.0,0.0000,0.0000,0.0000,05/09/16,15:48:06
$50.1,36.6,550.3,0.0000,0.0000,0.0000,05/09/16,15:53:06
$50.7,36.6,550.3,0.0000,0.0000,0.0000,05/09/16,15:58:07
$51.3,36.6,550.3,0.0000,0.0000,0.0000,05/09/16,16:03:07
$51.1,36.5,550.4,0.0000,0.0000,0.0000,05/09/16,16:08:07
$50.5,36.6,550.3,0.0000,0.0000,0.0000,05/09/16,16:13:06
$50.9,36.5,550.2,0.0000,0.0000,0.0000,05/09/16,16:18:06
$51.2,36.5,550.5,0.0000,0.0000,0.0000,05/09/16,16:23:06
$52.1,36.5,550.4,0.0000,0.0000,0.0000,05/09/16,16:28:07
$52.0,36.5,550.4,0.0000,0.0000,0.0000,05/09/16,16:33:07
$52.4,36.5,550.6,0.0000,0.0000,0.0000,05/09/16,16:38:07
$52.1,36.5,550.3,0.0000,0.0000,0.0000,05/09/16,16:43:06
$53.7,36.5,550.5,0.0000,0.0000,0.0000,05/09/16,16:48:06
$52.5,36.5,550.7,0.0000,0.0000,0.0000,05/09/16,16:53:07
$52.8,36.5,550.2,0.0000,0.0000,0.0000,05/09/16,16:58:07
$53.3,36.5,550.6,0.0000,0.0000,0.0000,05/09/16,17:03:07
$53.3,36.5,550.5,0.0000,0.0000,0.0000,05/09/16,17:08:07
$53.2,36.5,550.6,0.0000,0.0000,0.0000,05/09/16,17:13:06
$53.8,36.6,550.6,0.0000,0.0000,0.0000,05/09/16,17:18:06
$53.7,36.6,550.6,0.0000,0.0000,0.0000,05/09/16,17:23:07
$53.1,36.6,550.8,0.0000,0.0000,0.0000,05/09/16,17:28:07
$52.5,36.6,550.8,0.0000,0.0000,0.0000,05/09/16,17:33:07
$52.6,36.6,550.6,0.0000,0.0000,0.0000,05/09/16,17:38:07
$53.7,36.6,550.3,0.0000,0.0000,0.0000,05/09/16,17:43:06
$53.0,36.6,550.7,0.0000,0.0000,0.0000,05/09/16,17:48:06
$51.8,36.7,550.5,0.0000,0.0000,0.0000,05/09/16,17:53:07
$52.2,36.6,550.7,0.0000,0.0000,0.0000,05/09/16,17:58:07
$53.2,36.6,550.7,0.0000,0.0000,0.0000,05/09/16,18:03:07
$53.6,36.6,551.1,0.0000,0.0000,0.0000,05/09/16,18:08:06
$53.0,36.6,550.9,0.0000,0.0000,0.0000,05/09/16,18:13:06
$53.3,36.6,551.0,0.0000,0.0000,0.0000,05/09/16,18:18:06
$52.4,36.6,551.0,0.0000,0.0000,0.0000,05/09/16,18:23:07
$52.7,36.6,551.1,0.0000,0.0000,0.0000,05/09/16,18:28:07
$51.2,36.6,551.1,0.0000,0.0000,0.0000,05/09/16,18:33:07
$50.4,36.6,551.0,0.0000,0.0000,0.0000,05/09/16,18:38:06
$49.9,36.6,551.0,0.0000,0.0000,0.0000,05/09/16,18:43:06
$50.4,36.6,550.8,0.0000,0.0000,0.0000,05/09/16,18:48:06
$49.8,36.6,550.8,0.0000,0.0000,0.0000,05/09/16,18:53:07
$50.2,36.6,551.1,0.0000,0.0000,0.0000,05/09/16,18:58:07
$49.8,36.6,551.1,0.0000,0.0000,0.0000,05/09/16,19:03:07
$49.9,36.6,551.1,0.0000,0.0000,0.0000,05/09/16,19:08:06
$50.5,36.6,551.2,0.0000,0.0000,0.0000,05/09/16,19:13:06
$48.9,36.6,551.2,0.0000,0.0000,0.0000,05/09/16,19:18:07
$49.3,36.6,551.4,0.0000,0.0000,0.0000,05/09/16,19:23:07
$48.3,36.6,551.3,0.0000,0.0000,0.0000,05/09/16,19:28:07
$49.8,36.6,551.3,0.0000,0.0000,0.0000,05/09/16,19:33:07
$49.5,36.6,551.4,0.0000,0.0000,0.0000,05/09/16,19:38:06
$49.5,36.5,551.4,0.0000,0.0000,0.0000,05/09/16,19:43:06
$50.0,36.5,551.4,0.0000,0.0000,0.0000,05/09/16,19:48:07
$49.7,36.5,551.4,0.0000,0.0000,0.0000,05/09/16,19:53:07
$50.8,36.4,551.4,0.0000,0.0000,0.0000,05/09/16,19:58:07
$50.7,36.5,551.6,0.0000,0.0000,0.0000,05/09/16,20:03:07
$50.6,36.4,551.5,0.0000,0.0000,0.0000,05/09/16,20:08:06
$49.9,36.4,551.5,0.0000,0.0000,0.0000,05/09/16,20:13:06
$50.9,36.4,551.2,0.0000,0.0000,0.0000,05/09/16,20:18:07
$51.8,36.4,551.3,0.0000,0.0000,0.0000,05/09/16,20:23:07
$51.0,36.4,551.5,0.0000,0.0000,0.0000,05/09/16,20:28:07
$51.3,36.4,551.5,0.0000,0.0000,0.0000,05/09/16,20:33:06
$51.4,36.4,551.5,0.0000,0.0000,0.0000,05/09/16,20:38:06
$51.3,36.4,551.6,0.0000,0.0000,0.0000,05/09/16,20:43:06
$51.2,36.4,551.8,0.0000,0.0000,0.0000,05/09/16,20:48:07
$50.7,36.4,551.8,0.0000,0.0000,0.0000,05/09/16,20:53:07
$50.7,36.4,552.0,0.0000,0.0000,0.0000,05/09/16,20:58:07
$49.5,36.4,551.9,0.0000,0.0000,0.0000,05/09/16,21:03:06
$49.8,36.4,552.0,0.0000,0.0000,0.0000,05/09/16,21:08:06
$49.8,36.4,551.9,0.0000,0.0000,0.0000,05/09/16,21:13:06
$49.9,36.4,552.1,0.0000,0.0000,0.0000,05/09/16,21:18:07
$49.4,36.4,552.0,0.0000,0.0000,0.0000,05/09/16,21:23:07
$48.4,36.4,552.0,0.0000,0.0000,0.0000,05/09/16,21:28:07
$48.3,36.4,552.1,0.0000,0.0000,0.0000,05/09/16,21:33:06
$47.8,36.4,552.1,0.0000,0.0000,0.0000,05/09/16,21:38:06
$48.3,36.4,552.2,0.0000,0.0000,0.0000,05/09/16,21:43:07
$47.7,36.4,552.3,0.0000,0.0000,0.0000,05/09/16,21:48:07
$47.0,36.4,552.1,0.0000,0.0000,0.0000,05/09/16,21:53:07
$46.7,36.4,552.2,0.0000,0.0000,0.0000,05/09/16,21:58:07
$46.2,36.4,552.2,0.0000,0.0000,0.0000,05/09/16,22:03:06
$45.9,36.4,552.0,0.0000,0.0000,0.0000,05/09/16,22:08:06
$46.3,36.4,552.3,0.0000,0.0000,0.0000,05/09/16,22:13:07
$45.7,36.3,552.2,0.0000,0.0000,0.0000,05/09/16,22:18:07
$45.0,36.4,552.1,0.0000,0.0000,0.0000,05/09/16,22:23:07
$45.4,36.4,552.3,0.0000,0.0000,0.0000,05/09/16,22:28:07
$45.8,36.3,552.3,0.0000,0.0000,0.0000,05/09/16,22:33:06
$45.3,36.4,552.4,0.0000,0.0000,0.0000,05/09/16,22:38:06
$46.5,36.4,552.3,0.0000,0.0000,0.0000,05/09/16,22:43:07
$46.8,36.4,552.4,0.0000,0.0000,0.0000,05/09/16,22:48:07
$46.8,36.4,552.5,0.0000,0.0000,0.0000,05/09/16,22:53:07
$46.2,36.4,552.5,0.0000,0.0000,0.0000,05/09/16,22:58:07
$46.4,36.4,552.5,0.0000,0.0000,0.0000,05/09/16,23:03:06
$46.1,36.4,552.5,0.0000,0.0000,0.0000,05/09/16,23:08:06
$47.0,36.4,552.5,0.0000,0.0000,0.0000,05/09/16,23:13:07
$46.8,36.4,552.7,0.0000,0.0000,0.0000,05/09/16,23:18:07
$46.7,36.4,552.7,0.0000,0.0000,0.0000,05/09/16,23:23:07
$45.7,36.4,552.6,0.0000,0.0000,0.0000,05/09/16,23:28:06
$44.5,36.4,552.8,0.0000,0.0000,0.0000,05/09/16,23:33:06
$44.7,36.4,552.7,0.0000,0.0000,0.0000,05/09/16,23:38:06
$43.8,36.4,552.4,0.0000,0.0000,0.0000,05/09/16,23:43:07
$43.4,36.4,552.6,0.0000,0.0000,0.0000,05/09/16,23:48:07
$43.8,36.4,552.7,0.0000,0.0000,0.0000,05/09/16,23:53:07
$43.1,36.4,552.8,0.0000,0.0000,0.0000,05/09/16,23:58:06
$42.1,36.4,552.8,0.0000,0.0000,0.0000,06/09/16,00:03:06
$43.1,36.4,552.9,0.0000,0.0000,0.0000,06/09/16,00:08:06
$41.8,36.4,553.2,0.0000,0.0000,0.0000,06/09/16,00:13:07
$41.3,36.4,553.0,0.0000,0.0000,0.0000,06/09/16,00:18:07
$40.8,36.4,553.0,0.0000,0.0000,0.0000,06/09/16,00:23:07
$39.8,36.4,553.0,0.0000,0.0000,0.0000,06/09/16,00:28:06
$40.3,36.4,552.9,0.0000,0.0000,0.0000,06/09/16,00:33:06
$41.5,36.4,553.0,0.0000,0.0000,0.0000,06/09/16,00:38:07
$41.0,36.4,553.1,0.0000,0.0000,0.0000,06/09/16,00:43:07
$39.2,36.4,553.2,0.0000,0.0000,0.0000,06/09/16,00:48:07
$39.2,36.4,553.0,0.0000,0.0000,0.0000,06/09/16,00:53:07
$40.5,36.4,552.8,0.0000,0.0000,0.0000,06/09/16,00:58:06
$40.0,36.4,552.8,0.0000,0.0000,0.0000,06/09/16,01:03:06
$39.7,36.4,553.0,0.0000,0.0000,0.0000,06/09/16,01:08:07
$39.3,36.4,553.0,0.0000,0.0000,0.0000,06/09/16,01:13:07
$40.6,36.4,553.1,0.0000,0.0000,0.0000,06/09/16,01:18:07
$40.6,36.4,553.2,0.0000,0.0000,0.0000,06/09/16,01:23:07
$40.6,36.4,553.0,0.0000,0.0000,0.0000,06/09/16,01:28:06
$40.2,36.4,553.1,0.0000,0.0000,0.0000,06/09/16,01:33:06
$38.3,36.4,553.3,0.0000,0.0000,0.0000,06/09/16,01:38:07
$38.9,36.4,553.3,0.0000,0.0000,0.0000,06/09/16,01:43:07
$37.5,36.4,553.5,0.0000,0.0000,0.0000,06/09/16,01:48:07
$37.7,36.4,553.3,0.0000,0.0000,0.0000,06/09/16,01:53:06
$37.6,36.4,553.4,0.0000,0.0000,0.0000,06/09/16,01:58:06
$37.0,36.4,553.1,0.0000,0.0000,0.0000,06/09/16,02:03:06
$35.0,36.4,553.3,0.0000,0.0000,0.0000,06/09/16,02:08:07
$35.5,36.4,553.2,0.0000,0.0000,0.0000,06/09/16,02:13:07
$35.8,36.4,553.4,0.0000,0.0000,0.0000,06/09/16,02:18:07
$35.5,36.4,553.5,0.0000,0.0000,0.0000,06/09/16,02:23:06
$37.0,36.4,553.4,0.0000,0.0000,0.0000,06/09/16,02:28:06
$37.4,36.4,553.5,0.0000,0.0000,0.0000,06/09/16,02:33:06
$36.8,36.4,553.3,0.0000,0.0000,0.0000,06/09/16,02:38:07
$37.4,36.4,553.6,0.0000,0.0000,0.0000,06/09/16,02:43:07
$37.3,36.4,553.6,0.0000,0.0000,0.0000,06/09/16,02:48:07
$37.7,36.4,553.7,0.0000,0.0000,0.0000,06/09/16,02:53:06
$38.0,36.4,553.8,0.0000,0.0000,0.0000,06/09/16,02:58:06
$37.4,36.4,553.7,0.0000,0.0000,0.0000,06/09/16,03:03:06
$37.8,36.4,553.9,0.0000,0.0000,0.0000,06/09/16,03:08:07
$37.3,36.4,553.6,0.0000,0.0000,0.0000,06/09/16,03:13:07
$37.1,36.4,554.0,0.0000,0.0000,0.0000,06/09/16,03:18:07
$36.2,36.4,554.1,0.0000,0.0000,0.0000,06/09/16,03:23:06
$36.4,36.4,554.1,0.0000,0.0000,0.0000,06/09/16,03:28:06
$35.9,36.4,554.2,0.0000,0.0000,0.0000,06/09/16,03:33:07
$35.3,36.4,554.2,0.0000,0.0000,0.0000,06/09/16,03:38:07
$32.0,36.4,554.0,0.0000,0.0000,0.0000,06/09/16,03:43:07
$29.3,36.4,554.2,0.0000,0.0000,0.0000,06/09/16,03:48:07
$29.4,36.4,554.1,0.0000,0.0000,0.0000,06/09/16,03:53:06
$29.4,36.5,554.3,0.0000,0.0000,0.0000,06/09/16,03:58:06
$32.2,36.4,554.3,0.0000,0.0000,0.0000,06/09/16,04:03:07
$33.1,36.5,554.3,0.0000,0.0000,0.0000,06/09/16,04:08:07
$33.1,36.4,554.2,0.0000,0.0000,0.0000,06/09/16,04:13:07
$33.1,36.5,554.2,0.0000,0.0000,0.0000,06/09/16,04:18:07
$33.6,36.5,554.2,0.0000,0.0000,0.0000,06/09/16,04:23:06
$34.0,36.5,554.1,0.0000,0.0000,0.0000,06/09/16,04:28:06
$33.6,36.5,554.3,0.0000,0.0000,0.0000,06/09/16,04:33:07
$33.0,36.5,554.2,0.0000,0.0000,0.0000,06/09/16,04:38:07
$31.5,36.5,554.2,0.0000,0.0000,0.0000,06/09/16,04:43:07
$32.3,36.5,554.3,0.0000,0.0000,0.0000,06/09/16,04:48:06
$32.7,36.5,554.3,0.0000,0.0000,0.0000,06/09/16,04:53:06
$33.1,36.5,554.4,0.0000,0.0000,0.0000,06/09/16,04:58:06
$34.0,36.5,554.4,0.0000,0.0000,0.0000,06/09/16,05:03:07
$34.1,36.5,554.3,0.0000,0.0000,0.0000,06/09/16,05:08:07
$36.5,36.5,554.5,0.0000,0.0000,0.0000,06/09/16,05:13:07
$36.1,36.5,554.4,0.0000,0.0000,0.0000,06/09/16,05:18:06
$34.6,36.5,554.5,0.0000,0.0000,0.0000,06/09/16,05:23:06
$34.5,36.6,554.7,0.0000,0.0000,0.0000,06/09/16,05:28:06
$35.1,36.6,554.5,0.0000,0.0000,0.0000,06/09/16,05:33:07
$35.2,36.8,554.6,0.0000,0.0000,0.0000,06/09/16,05:38:07
$36.2,36.8,554.4,0.0000,0.0000,0.0000,06/09/16,05:43:07
$35.9,36.8,554.4,0.0000,0.0000,0.0000,06/09/16,05:48:06
$35.6,36.8,554.6,0.0000,0.0000,0.0000,06/09/16,05:53:06
$36.5,36.8,554.6,0.0000,0.0000,0.0000,06/09/16,05:58:07
$36.7,36.8,554.8,0.0000,0.0000,0.0000,06/09/16,06:03:07
$36.7,36.9,554.9,0.0000,0.0000,0.0000,06/09/16,06:08:07
$35.7,36.8,555.0,0.0000,0.0000,0.0000,06/09/16,06:13:07
$36.1,36.9,554.6,0.0000,0.0000,0.0000,06/09/16,06:18:06
$33.2,36.8,554.9,0.0000,0.0000,0.0000,06/09/16,06:23:06
$33.3,36.8,555.1,0.0000,0.0000,0.0000,06/09/16,06:28:07
$32.8,36.8,555.1,0.0000,0.0000,0.0000,06/09/16,06:33:07
$32.3,36.8,555.3,0.0000,0.0000,0.0000,06/09/16,06:38:07
$31.6,36.8,555.4,0.0000,0.0000,0.0000,06/09/16,06:43:06
$32.4,36.8,555.5,0.0000,0.0000,0.0000,06/09/16,06:48:06
$31.0,36.8,555.4,0.0000,0.0000,0.0000,06/09/16,06:53:06
$30.8,36.8,555.7,0.0000,0.0000,0.0000,06/09/16,06:58:07
$31.0,36.9,555.7,0.0000,0.0000,0.0000,06/09/16,07:03:07
$29.9,36.9,555.8,0.0000,0.0000,0.0000,06/09/16,07:08:07
$29.7,36.9,555.7,0.0000,0.0000,0.0000,06/09/16,07:13:06
$29.3,36.8,555.8,0.0000,0.0000,0.0000,06/09/16,07:18:06
$28.7,36.8,555.7,0.0000,0.0000,0.0000,06/09/16,07:23:06
$28.3,36.8,555.7,0.0000,0.0000,0.0000,06/09/16,07:28:07
$28.0,36.8,555.8,0.0000,0.0000,0.0000,06/09/16,07:33:07
$27.7,36.8,555.5,0.0000,0.0000,0.0000,06/09/16,07:38:07
$27.8,36.8,555.8,0.0000,0.0000,0.0000,06/09/16,07:43:06
$27.7,36.8,555.3,0.0000,0.0000,0.0000,06/09/16,07:48:06
$27.1,36.8,555.6,0.0000,0.0000,0.0000,06/09/16,07:53:07
$26.5,36.8,555.2,0.0000,0.0000,0.0000,06/09/16,07:58:07
$27.6,36.8,555.4,0.0000,0.0000,0.0000,06/09/16,08:03:07
$27.7,36.8,555.3,0.0000,0.0000,0.0000,06/09/16,08:08:07
$27.8,36.8,555.6,0.0000,0.0000,0.0000,06/09/16,08:13:06
$28.1,36.8,555.4,0.0000,0.0000,0.0000,06/09/16,08:18:06
$27.7,36.8,555.6,0.0000,0.0000,0.0000,06/09/16,08:23:07
$24.4,36.8,555.3,0.0000,0.0000,0.0000,06/09/16,08:28:07
$22.3,36.8,555.4,0.0000,0.0000,0.0000,06/09/16,08:33:07
$22.4,36.8,555.3,0.0000,0.0000,0.0000,06/09/16,08:38:06
$20.9,36.8,555.5,0.0000,0.0000,0.0000,06/09/16,08:43:06
$21.5,36.8,555.4,0.0000,0.0000,0.0000,06/09/16,08:48:06
$21.5,36.8,555.3,0.0000,0.0000,0.0000,06/09/16,08:53:07
$23.7,36.8,555.2,0.0000,0.0000,0.0000,06/09/16,08:58:07
$23.7,36.8,555.1,0.0000,0.0000,0.0000,06/09/16,09:03:07
$23.6,36.8,555.1,0.0000,0.0000,0.0000,06/09/16,09:08:06
$23.9,36.9,555.2,0.0000,0.0000,0.0000,06/09/16,09:13:06
$23.7,36.8,555.2,0.0000,0.0000,0.0000,06/09/16,09:18:06
$24.6,36.9,555.4,0.0000,0.0000,0.0000,06/09/16,09:23:07
$24.1,36.9,555.6,0.0000,0.0000,0.0000,06/09/16,09:28:07
$24.7,36.9,555.2,0.0000,0.0000,0.0000,06/09/16,09:33:07
$24.8,36.9,555.3,0.0000,0.0000,0.0000,06/09/16,09:38:06
$25.3,36.9,555.3,0.0000,0.0000,0.0000,06/09/16,09:43:06
$21.2,36.9,555.4,0.0000,0.0000,0.0000,06/09/16,09:48:07
$16.5,36.9,555.2,0.0000,0.0000,0.0000,06/09/16,09:53:07
$16.7,37.0,555.4,0.0000,0.0000,0.0000,06/09/16,09:58:07
$20.1,36.9,555.4,0.0000,0.0000,0.0000,06/09/16,10:03:07
$22.5,37.0,555.6,0.0000,0.0000,0.0000,06/09/16,10:08:06
$21.3,36.9,555.4,0.0000,0.0000,0.0000,06/09/16,10:13:06
$23.0,36.9,555.6,0.0000,0.0000,0.0000,06/09/16,10:18:07
$24.7,36.9,555.2,0.0000,0.0000,0.0000,06/09/16,10:23:07
$25.2,36.9,555.2,0.0000,0.0000,0.0000,06/09/16,10:28:07
$26.3,36.9,555.4,0.0000,0.0000,0.0000,06/09/16,10:33:06
$28.3,36.9,555.2,0.0000,0.0000,0.0000,06/09/16,10:38:06
$28.1,37.0,555.2,0.0000,0.0000,0.0000,06/09/16,10:43:06
$28.7,36.9,555.1,0.0000,0.0000,0.0000,06/09/16,10:48:07
$29.6,37.0,554.8,0.0000,0.0000,0.0000,06/09/16,10:53:07
$29.0,36.9,555.0,0.0000,0.0000,0.0000,06/09/16,10:58:07
$29.7,37.0,555.0,0.0000,0.0000,0.0000,06/09/16,11:03:06
$29.3,36.9,554.9,0.0000,0.0000,0.0000,06/09/16,11:08:06
$29.6,37.0,554.5,0.0000,0.0000,0.0000,06/09/16,11:13:06
$30.3,37.0,554.5,0.0000,0.0000,0.0000,06/09/16,11:18:07
$31.2,37.0,554.5,0.0000,0.0000,0.0000,06/09/16,11:23:07
$32.7,37.0,554.5,0.0000,0.0000,0.0000,06/09/16,11:28:07
$33.9,37.0,554.3,0.0000,0.0000,0.0000,06/09/16,11:33:06
$33.5,37.0,554.3,0.0000,0.0000,0.0000,06/09/16,11:38:06
$33.7,37.0,554.4,0.0000,0.0000,0.0000,06/09/16,11:43:07
$33.4,37.0,554.2,0.0000,0.0000,0.0000,06/09/16,11:48:07
$34.2,37.0,554.2,0.0000,0.0000,0.0000,06/09/16,11:53:07
$35.2,37.0,554.1,0.0000,0.0000,0.0000,06/09/16,11:58:07
$33.4,37.0,554.1,0.0000,0.0000,0.0000,06/09/16,12:03:06
$34.4,37.0,554.2,0.0000,0.0000,0.0000,06/09/16,12:08:06
$37.4,37.0,554.1,0.0000,0.0000,0.0000,06/09/16,12:13:07
$39.7,37.0,553.9,0.0000,0.0000,0.0000,06/09/16,12:18:07
$40.5,37.0,554.0,0.0000,0.0000,0.0000,06/09/16,12:23:07
$39.9,37.0,554.0,0.0000,0.0000,0.0000,06/09/16,12:28:06
$39.9,37.0,553.9,0.0000,0.0000,0.0000,06/09/16,12:33:06
$38.8,37.0,553.8,0.0000,0.0000,0.0000,06/09/16,12:38:06
$40.6,37.0,553.8,0.0000,0.0000,0.0000,06/09/16,12:43:07
$42.1,37.0,553.8,0.0000,0.0000,0.0000,06/09/16,12:48:07
$40.6,37.0,553.8,0.0000,0.0000,0.0000,06/09/16,12:53:07
$42.4,37.0,553.6,0.0000,0.0000,0.0000,06/09/16,12:58:06
$44.2,37.0,553.7,0.0000,0.0000,0.0000,06/09/16,13:03:06
$45.8,37.0,553.7,0.0000,0.0000,0.0000,06/09/16,13:08:07
$46.9,37.0,553.6,0.0000,0.0000,0.0000,06/09/16,13:13:07
$47.7,37.0,553.5,0.0000,0.0000,0.0000,06/09/16,13:18:07
$47.5,37.0,553.5,0.0000,0.0000,0.0000,06/09/16,13:23:07
$50.0,37.0,553.5,0.0000,0.0000,0.0000,06/09/16,13:28:06
$51.5,37.0,553.4,0.0000,0.0000,0.0000,06/09/16,13:33:06
$50.6,37.0,553.4,0.0000,0.0000,0.0000,06/09/16,13:38:07
$52.0,37.0,553.4,0.0000,0.0000,0.0000,06/09/16,13:43:07
$51.4,37.0,553.5,0.0000,0.0000,0.0000,06/09/16,13:48:07
$53.8,37.0,553.5,0.0000,0.0000,0.0000,06/09/16,13:53:06
$54.2,37.0,553.3,0.0000,0.0000,0.0000,06/09/16,13:58:06
$54.3,37.0,553.2,0.0000,0.0000,0.0000,06/09/16,14:03:06
$54.2,37.0,553.4,0.0000,0.0000,0.0000,06/09/16,14:08:07
$53.9,37.0,553.1,0.0000,0.0000,0.0000,06/09/16,14:13:07
$53.8,37.0,553.1,0.0000,0.0000,0.0000,06/09/16,14:18:07
$55.6,37.0,553.1,0.0000,0.0000,0.0000,06/09/16,14:23:06
$55.3,37.0,553.1,0.0000,0.0000,0.0000,06/09/16,14:28:06
$56.2,36.9,553.1,0.0000,0.0000,0.0000,06/09/16,14:33:06
$56.5,37.0,553.1,0.0000,0.0000,0.0000,06/09/16,14:38:07
$57.4,36.9,553.0,0.0000,0.0000,0.0000,06/09/16,14:43:07
$59.2,36.9,553.1,0.0000,0.0000,0.0000,06/09/16,14:48:07
$59.3,36.9,553.0,0.0000,0.0000,0.0000,06/09/16,14:53:06
$60.2,36.9,552.9,0.0000,0.0000,0.0000,06/09/16,14:58:06
$61.2,36.9,552.9,0.0000,0.0000,0.0000,06/09/16,15:03:07
$61.4,36.9,552.8,0.0000,0.0000,0.0000,06/09/16,15:08:07
$62.5,36.9,552.9,0.0000,0.0000,0.0000,06/09/16,15:13:07
$63.9,36.9,552.8,0.0000,0.0000,0.0000,06/09/16,15:18:07
$62.6,36.9,553.0,0.0000,0.0000,0.0000,06/09/16,15:23:06
$63.9,36.9,552.7,0.0000,0.0000,0.0000,06/09/16,15:28:06
$64.6,36.9,552.8,0.0000,0.0000,0.0000,06/09/16,15:33:07
$64.1,36.9,552.6,0.0000,0.0000,0.0000,06/09/16,15:38:07
$63.1,36.9,552.8,0.0000,0.0000,0.0000,06/09/16,15:43:07
$64.8,36.9,552.6,0.0000,0.0000,0.0000,06/09/16,15:48:06
$64.7,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,15:53:06
$64.8,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,15:58:06
$65.1,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,16:03:07
$64.9,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,16:08:07
$64.7,36.8,552.8,0.0000,0.0000,0.0000,06/09/16,16:13:07
$63.0,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,16:18:06
$65.2,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,16:23:06
$65.5,36.8,552.8,0.0000,0.0000,0.0000,06/09/16,16:28:06
$63.2,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,16:33:07
$62.3,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,16:38:07
$61.9,36.8,552.8,0.0000,0.0000,0.0000,06/09/16,16:43:07
$62.5,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,16:48:06
$63.2,36.8,552.8,0.0000,0.0000,0.0000,06/09/16,16:53:06
$63.9,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,16:58:07
$63.9,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,17:03:07
$63.1,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,17:08:07
$64.6,36.8,552.8,0.0000,0.0000,0.0000,06/09/16,17:13:07
$63.0,36.8,553.0,0.0000,0.0000,0.0000,06/09/16,17:18:06
$63.9,36.8,553.0,0.0000,0.0000,0.0000,06/09/16,17:23:06
$63.2,36.8,553.1,0.0000,0.0000,0.0000,06/09/16,17:28:07
$62.9,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,17:33:07
$61.4,36.8,552.9,0.0000,0.0000,0.0000,06/09/16,17:38:07
$56.3,36.8,552.8,0.0000,0.0000,0.0000,06/09/16,17:43:06
$57.1,36.8,552.7,0.0000,0.0000,0.0000,06/09/16,17:48:06
$58.9,36.8,552.7,0.0000,0.0000,0.0000,06/09/16,17:53:06
$56.2,36.7,552.7,0.0000,0.0000,0.0000,06/09/16,17:58:07
$55.9,36.7,552.7,0.0000,0.0000,0.0000,06/09/16,18:03:07
$59.1,36.7,552.9,0.0000,0.0000,0.0000,06/09/16,18:08:07
$58.4,36.7,552.8,0.0000,0.0000,0.0000,06/09/16,18:13:06
$55.1,36.7,552.9,0.0000,0.0000,0.0000,06/09/16,18:18:06
