ozone,a,b,c,d,e,day,time
$60.9,36.9,555.6,0.0000,0.0000,0.0000,15/08/16,12:58:07
$64.2,36.9,555.8,0.0000,0.0000,0.0000,15/08/16,13:03:07
$63.0,36.9,555.8,0.0000,0.0000,0.0000,15/08/16,13:08:06
$58.8,36.9,555.7,0.0000,0.0000,0.0000,15/08/16,13:13:06
$61.0,36.9,555.7,0.0000,0.0000,0.0000,15/08/16,13:18:07
$61.1,36.9,555.8,0.0000,0.0000,0.0000,15/08/16,13:23:07
$63.0,36.8,555.7,0.0000,0.0000,0.0000,15/08/16,13:28:07
$65.7,36.9,555.8,0.0000,0.0000,0.0000,15/08/16,13:33:06
$66.7,36.8,555.6,0.0000,0.0000,0.0000,15/08/16,13:38:06
$67.6,36.8,555.6,0.0000,0.0000,0.0000,15/08/16,13:43:06
$68.2,36.8,555.5,0.0000,0.0000,0.0000,15/08/16,13:48:07
$69.2,36.8,555.5,0.0000,0.0000,0.0000,15/08/16,13:53:07
$71.0,36.8,555.3,0.0000,0.0000,0.0000,15/08/16,13:58:07
$71.2,36.8,555.5,0.0000,0.0000,0.0000,15/08/16,14:03:06
$67.4,36.8,555.4,0.0000,0.0000,0.0000,15/08/16,14:08:06
$64.2,36.8,555.3,0.0000,0.0000,0.0000,15/08/16,14:13:07
$65.2,36.8,555.6,0.0000,0.0000,0.0000,15/08/16,14:18:07
$64.3,36.8,555.6,0.0000,0.0000,0.0000,15/08/16,14:23:07
$64.5,36.8,555.5,0.0000,0.0000,0.0000,15/08/16,14:28:07
$65.6,36.8,555.6,0.0000,0.0000,0.0000,15/08/16,14:33:06
$66.0,36.8,555.6,0.0000,0.0000,0.0000,15/08/16,14:38:06
$62.7,36.8,555.5,0.0000,0.0000,0.0000,15/08/16,14:43:07
$63.6,36.8,555.4,0.0000,0.0000,0.0000,15/08/16,14:48:07
$62.5,36.8,555.3,0.0000,0.0000,0.0000,15/08/16,14:53:07
$63.4,36.8,555.7,0.0000,0.0000,0.0000,15/08/16,14:58:07
$63.0,36.8,555.3,0.0000,0.0000,0.0000,15/08/16,15:03:06
$62.0,36.8,555.5,0.0000,0.0000,0.0000,15/08/16,15:08:06
$62.1,36.8,555.4,0.0000,0.0000,0.0000,15/08/16,15:13:07
$62.1,36.8,555.7,0.0000,0.0000,0.0000,15/08/16,15:18:07
$62.1,36.8,555.3,0.0000,0.0000,0.0000,15/08/16,15:23:07
$62.5,36.8,555.5,0.0000,0.0000,0.0000,15/08/16,15:28:06
$63.2,36.8,555.4,0.0000,0.0000,0.0000,15/08/16,15:33:06
$63.6,36.8,555.5,0.0000,0.0000,0.0000,15/08/16,15:38:06
$61.0,36.8,555.5,0.0000,0.0000,0.0000,15/08/16,15:43:07
$53.8,36.8,555.7,0.0000,0.0000,0.0000,15/08/16,15:48:07
$51.9,36.8,555.7,0.0000,0.0000,0.0000,15/08/16,15:53:07
$51.4,36.8,555.7,0.0000,0.0000,0.0000,15/08/16,15:58:06
$51.6,36.8,555.6,0.0000,0.0000,0.0000,15/08/16,16:03:06
$51.9,36.9,556.0,0.0000,0.0000,0.0000,15/08/16,16:08:07
$52.6,36.8,556.0,0.0000,0.0000,0.0000,15/08/16,16:13:07
$52.2,36.9,556.2,0.0000,0.0000,0.0000,15/08/16,16:18:07
$53.2,36.8,555.9,0.0000,0.0000,0.0000,15/08/16,16:23:07
$52.0,36.8,555.9,0.0000,0.0000,0.0000,15/08/16,16:28:06
$52.3,36.8,556.2,0.0000,0.0000,0.0000,15/08/16,16:33:06
$53.2,36.8,556.3,0.0000,0.0000,0.0000,15/08/16,16:38:07
$53.0,36.8,556.3,0.0000,0.0000,0.0000,15/08/16,16:43:07
$54.0,36.7,556.2,0.0000,0.0000,0.0000,15/08/16,16:48:07
$53.9,36.7,556.0,0.0000,0.0000,0.0000,15/08/16,16:53:06
$54.9,36.7,556.3,0.0000,0.0000,0.0000,15/08/16,16:58:06
$55.6,36.7,556.2,0.0000,0.0000,0.0000,15/08/16,17:03:06
$56.3,36.7,556.3,0.0000,0.0000,0.0000,15/08/16,17:08:07
$58.0,36.7,556.0,0.0000,0.0000,0.0000,15/08/16,17:13:07
$58.7,36.7,556.1,0.0000,0.0000,0.0000,15/08/16,17:18:07
$59.6,36.6,556.1,0.0000,0.0000,0.0000,15/08/16,17:23:06
$63.3,36.7,556.0,0.0000,0.0000,0.0000,15/08/16,17:28:06
$63.0,36.6,556.2,0.0000,0.0000,0.0000,15/08/16,17:33:06
$62.2,36.6,556.2,0.0000,0.0000,0.0000,15/08/16,17:38:07
$63.2,36.6,556.4,0.0000,0.0000,0.0000,15/08/16,17:43:07
$62.5,36.6,556.3,0.0000,0.0000,0.0000,15/08/16,17:48:07
$62.8,36.6,556.2,0.0000,0.0000,0.0000,15/08/16,17:53:06
$62.6,36.6,556.3,0.0000,0.0000,0.0000,15/08/16,17:58:06
$61.9,36.6,556.4,0.0000,0.0000,0.0000,15/08/16,18:03:07
$62.2,36.6,556.0,0.0000,0.0000,0.0000,15/08/16,18:08:07
$62.1,36.6,556.3,0.0000,0.0000,0.0000,15/08/16,18:13:07
$63.2,36.6,556.2,0.0000,0.0000,0.0000,15/08/16,18:18:07
$63.2,36.6,556.3,0.0000,0.0000,0.0000,15/08/16,18:23:06
$63.3,36.6,556.1,0.0000,0.0000,0.0000,15/08/16,18:28:06
$62.2,36.6,556.2,0.0000,0.0000,0.0000,15/08/16,18:33:07
$61.0,36.6,556.0,0.0000,0.0000,0.0000,15/08/16,18:38:07
$61.7,36.6,556.3,0.0000,0.0000,0.0000,15/08/16,18:43:07
$61.2,36.6,556.1,0.0000,0.0000,0.0000,15/08/16,18:48:07
$60.7,36.6,556.0,0.0000,0.0000,0.0000,15/08/16,18:53:06
$61.5,36.6,556.1,0.0000,0.0000,0.0000,15/08/16,18:58:06
$61.3,36.6,556.8,0.0000,0.0000,0.0000,15/08/16,19:03:07
$61.2,36.6,556.6,0.0000,0.0000,0.0000,15/08/16,19:08:07
$60.1,36.6,556.5,0.0000,0.0000,0.0000,15/08/16,19:13:07
$51.6,36.6,556.8,0.0000,0.0000,0.0000,15/08/16,19:18:06
$47.8,36.6,556.8,0.0000,0.0000,0.0000,15/08/16,19:23:06
$47.6,36.5,557.2,0.0000,0.0000,0.0000,15/08/16,19:28:06
$46.7,36.5,556.9,0.0000,0.0000,0.0000,15/08/16,19:33:07
$46.8,36.5,557.3,0.0000,0.0000,0.0000,15/08/16,19:38:07
$46.1,36.4,557.4,0.0000,0.0000,0.0000,15/08/16,19:43:07
$46.4,36.4,557.6,0.0000,0.0000,0.0000,15/08/16,19:48:06
$46.5,36.4,557.4,0.0000,0.0000,0.0000,15/08/16,19:53:06
$48.4,36.3,557.3,0.0000,0.0000,0.0000,15/08/16,19:58:06
$48.7,36.3,557.6,0.0000,0.0000,0.0000,15/08/16,20:03:07
$48.0,36.3,557.6,0.0000,0.0000,0.0000,15/08/16,20:08:07
$43.3,36.3,557.4,0.0000,0.0000,0.0000,15/08/16,20:13:07
$42.3,36.3,557.6,0.0000,0.0000,0.0000,15/08/16,20:18:06
$42.4,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,20:23:06
$41.2,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,20:28:07
$40.0,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,20:33:07
$40.7,36.3,558.1,0.0000,0.0000,0.0000,15/08/16,20:38:07
$41.3,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,20:43:07
$41.4,36.3,557.5,0.0000,0.0000,0.0000,15/08/16,20:48:06
$41.6,36.3,557.7,0.0000,0.0000,0.0000,15/08/16,20:53:06
$44.3,36.3,557.7,0.0000,0.0000,0.0000,15/08/16,20:58:07
$42.9,36.3,557.5,0.0000,0.0000,0.0000,15/08/16,21:03:07
$44.0,36.2,557.6,0.0000,0.0000,0.0000,15/08/16,21:08:07
$45.6,36.3,558.1,0.0000,0.0000,0.0000,15/08/16,21:13:07
$45.8,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,21:18:06
$46.9,36.3,557.8,0.0000,0.0000,0.0000,15/08/16,21:23:06
$47.2,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,21:28:07
$47.2,36.3,558.0,0.0000,0.0000,0.0000,15/08/16,21:33:07
$47.5,36.3,558.0,0.0000,0.0000,0.0000,15/08/16,21:38:07
$47.2,36.3,557.7,0.0000,0.0000,0.0000,15/08/16,21:43:06
$48.6,36.3,557.6,0.0000,0.0000,0.0000,15/08/16,21:48:06
$48.8,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,21:53:06
$47.1,36.3,557.8,0.0000,0.0000,0.0000,15/08/16,21:58:07
$46.7,36.2,557.6,0.0000,0.0000,0.0000,15/08/16,22:03:07
$46.1,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,22:08:07
$45.5,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,22:13:06
$45.0,36.2,558.0,0.0000,0.0000,0.0000,15/08/16,22:18:06
$45.5,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,22:23:06
$44.6,36.3,557.7,0.0000,0.0000,0.0000,15/08/16,22:28:07
$45.5,36.2,557.8,0.0000,0.0000,0.0000,15/08/16,22:33:07
$45.1,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,22:38:07
$45.0,36.3,558.1,0.0000,0.0000,0.0000,15/08/16,22:43:06
$44.7,36.2,557.9,0.0000,0.0000,0.0000,15/08/16,22:48:06
$45.0,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,22:53:06
$45.2,36.2,557.8,0.0000,0.0000,0.0000,15/08/16,22:58:07
$44.2,36.3,557.7,0.0000,0.0000,0.0000,15/08/16,23:03:07
$44.1,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,23:08:07
$44.4,36.3,558.0,0.0000,0.0000,0.0000,15/08/16,23:13:06
$45.0,36.3,557.9,0.0000,0.0000,0.0000,15/08/16,23:18:06
$45.9,36.3,557.7,0.0000,0.0000,0.0000,15/08/16,23:23:07
$45.8,36.3,557.6,0.0000,0.0000,0.0000,15/08/16,23:28:07
$46.2,36.3,557.8,0.0000,0.0000,0.0000,15/08/16,23:33:07
$45.2,36.3,558.0,0.0000,0.0000,0.0000,15/08/16,23:38:07
$45.4,36.3,558.0,0.0000,0.0000,0.0000,15/08/16,23:43:06
$45.7,36.3,558.0,0.0000,0.0000,0.0000,15/08/16,23:48:06
$47.1,36.3,557.8,0.0000,0.0000,0.0000,15/08/16,23:53:07
$46.6,36.3,558.0,0.0000,0.0000,0.0000,15/08/16,23:58:07
$45.9,36.3,558.3,0.0000,0.0000,0.0000,16/08/16,00:03:07
$44.7,36.3,558.4,0.0000,0.0000,0.0000,16/08/16,00:08:07
$40.1,36.3,558.5,0.0000,0.0000,0.0000,16/08/16,00:13:06
$40.8,36.3,558.3,0.0000,0.0000,0.0000,16/08/16,00:18:06
$39.8,36.3,558.1,0.0000,0.0000,0.0000,16/08/16,00:23:07
$37.9,36.3,558.3,0.0000,0.0000,0.0000,16/08/16,00:28:07
$37.9,36.3,558.4,0.0000,0.0000,0.0000,16/08/16,00:33:07
$39.6,36.3,558.4,0.0000,0.0000,0.0000,16/08/16,00:38:06
$41.8,36.3,558.6,0.0000,0.0000,0.0000,16/08/16,00:43:06
$41.4,36.3,558.9,0.0000,0.0000,0.0000,16/08/16,00:48:06
$42.7,36.3,558.8,0.0000,0.0000,0.0000,16/08/16,00:53:07
$43.5,36.3,558.6,0.0000,0.0000,0.0000,16/08/16,00:58:07
$43.8,36.3,558.5,0.0000,0.0000,0.0000,16/08/16,01:03:07
$43.8,36.3,558.6,0.0000,0.0000,0.0000,16/08/16,01:08:06
$44.5,36.3,558.6,0.0000,0.0000,0.0000,16/08/16,01:13:06
$44.1,36.3,558.6,0.0000,0.0000,0.0000,16/08/16,01:18:06
$44.7,36.3,558.5,0.0000,0.0000,0.0000,16/08/16,01:23:07
$44.0,36.4,558.8,0.0000,0.0000,0.0000,16/08/16,01:28:07
$44.2,36.3,558.8,0.0000,0.0000,0.0000,16/08/16,01:33:07
$44.6,36.3,558.7,0.0000,0.0000,0.0000,16/08/16,01:38:06
$44.1,36.4,558.6,0.0000,0.0000,0.0000,16/08/16,01:43:06
$44.7,36.3,558.6,0.0000,0.0000,0.0000,16/08/16,01:48:06
$45.7,36.4,558.8,0.0000,0.0000,0.0000,16/08/16,01:53:07
$45.1,36.4,558.8,0.0000,0.0000,0.0000,16/08/16,01:58:07
$44.5,36.3,558.7,0.0000,0.0000,0.0000,16/08/16,02:03:07
$43.2,36.4,558.6,0.0000,0.0000,0.0000,16/08/16,02:08:06
$44.1,36.4,558.8,0.0000,0.0000,0.0000,16/08/16,02:13:06
$44.1,36.4,558.8,0.0000,0.0000,0.0000,16/08/16,02:18:07
$44.0,36.4,558.8,0.0000,0.0000,0.0000,16/08/16,02:23:07
$44.5,36.3,558.6,0.0000,0.0000,0.0000,16/08/16,02:28:07
$44.0,36.4,558.7,0.0000,0.0000,0.0000,16/08/16,02:33:07
$43.2,36.4,558.6,0.0000,0.0000,0.0000,16/08/16,02:38:06
$45.3,36.4,558.8,0.0000,0.0000,0.0000,16/08/16,02:43:06
$44.9,36.4,558.8,0.0000,0.0000,0.0000,16/08/16,02:48:07
$44.5,36.4,558.7,0.0000,0.0000,0.0000,16/08/16,02:53:07
$44.2,36.3,558.6,0.0000,0.0000,0.0000,16/08/16,02:58:07
$42.5,36.4,558.4,0.0000,0.0000,0.0000,16/08/16,03:03:07
$42.4,36.4,558.6,0.0000,0.0000,0.0000,16/08/16,03:08:06
$43.8,36.4,558.6,0.0000,0.0000,0.0000,16/08/16,03:13:06
$42.2,36.4,558.7,0.0000,0.0000,0.0000,16/08/16,03:18:07
$42.3,36.4,558.8,0.0000,0.0000,0.0000,16/08/16,03:23:07
$42.4,36.4,558.7,0.0000,0.0000,0.0000,16/08/16,03:28:07
$42.5,36.4,558.7,0.0000,0.0000,0.0000,16/08/16,03:33:06
$43.2,36.4,558.6,0.0000,0.0000,0.0000,16/08/16,03:38:06
$42.7,36.4,558.6,0.0000,0.0000,0.0000,16/08/16,03:43:06
$42.8,36.4,558.7,0.0000,0.0000,0.0000,16/08/16,03:48:07
$42.8,36.4,558.2,0.0000,0.0000,0.0000,16/08/16,03:53:07
$43.5,36.3,558.6,0.0000,0.0000,0.0000,16/08/16,03:58:07
$43.5,36.4,558.7,0.0000,0.0000,0.0000,16/08/16,04:03:06
$42.6,36.3,558.6,0.0000,0.0000,0.0000,16/08/16,04:08:06
$42.4,36.4,558.5,0.0000,0.0000,0.0000,16/08/16,04:13:06
$42.8,36.3,558.5,0.0000,0.0000,0.0000,16/08/16,04:18:07
$43.1,36.4,558.2,0.0000,0.0000,0.0000,16/08/16,04:23:07
$43.7,36.3,558.4,0.0000,0.0000,0.0000,16/08/16,04:28:07
$43.2,36.4,558.5,0.0000,0.0000,0.0000,16/08/16,04:33:06
$44.1,36.4,558.6,0.0000,0.0000,0.0000,16/08/16,04:38:06
$44.7,36.4,558.5,0.0000,0.0000,0.0000,16/08/16,04:43:07
$44.1,36.4,558.6,0.0000,0.0000,0.0000,16/08/16,04:48:07
$43.6,36.4,558.1,0.0000,0.0000,0.0000,16/08/16,04:53:07
$43.9,36.4,558.1,0.0000,0.0000,0.0000,16/08/16,04:58:07
$43.5,36.3,558.0,0.0000,0.0000,0.0000,16/08/16,05:03:06
$43.1,36.4,558.1,0.0000,0.0000,0.0000,16/08/16,05:08:06
$43.5,36.4,558.2,0.0000,0.0000,0.0000,16/08/16,05:13:07
$44.6,36.4,558.3,0.0000,0.0000,0.0000,16/08/16,05:18:07
$44.5,36.4,558.2,0.0000,0.0000,0.0000,16/08/16,05:23:07
$44.4,36.5,558.1,0.0000,0.0000,0.0000,16/08/16,05:28:07
$44.8,36.5,558.2,0.0000,0.0000,0.0000,16/08/16,05:33:06
$44.7,36.5,558.0,0.0000,0.0000,0.0000,16/08/16,05:38:06
$44.7,36.6,558.1,0.0000,0.0000,0.0000,16/08/16,05:43:07
$44.9,36.6,557.9,0.0000,0.0000,0.0000,16/08/16,05:48:07
$45.1,36.6,558.1,0.0000,0.0000,0.0000,16/08/16,05:53:07
$45.4,36.6,557.8,0.0000,0.0000,0.0000,16/08/16,05:58:06
$46.1,36.6,557.8,0.0000,0.0000,0.0000,16/08/16,06:03:06
$45.2,36.7,558.2,0.0000,0.0000,0.0000,16/08/16,06:08:06
$44.3,36.7,558.3,0.0000,0.0000,0.0000,16/08/16,06:13:07
$40.4,36.7,558.3,0.0000,0.0000,0.0000,16/08/16,06:18:07
$41.7,36.7,558.3,0.0000,0.0000,0.0000,16/08/16,06:23:07
$43.2,36.7,558.0,0.0000,0.0000,0.0000,16/08/16,06:28:06
$43.5,36.7,558.1,0.0000,0.0000,0.0000,16/08/16,06:33:06
$43.8,36.7,558.2,0.0000,0.0000,0.0000,16/08/16,06:38:06
$44.1,36.7,558.0,0.0000,0.0000,0.0000,16/08/16,06:43:07
$44.8,36.8,557.8,0.0000,0.0000,0.0000,16/08/16,06:48:07
$44.5,36.7,557.8,0.0000,0.0000,0.0000,16/08/16,06:53:07
$44.4,36.8,558.1,0.0000,0.0000,0.0000,16/08/16,06:58:06
$45.5,36.7,558.1,0.0000,0.0000,0.0000,16/08/16,07:03:06
$45.7,36.7,558.1,0.0000,0.0000,0.0000,16/08/16,07:08:07
$44.7,36.7,558.1,0.0000,0.0000,0.0000,16/08/16,07:13:07
$43.6,36.7,558.2,0.0000,0.0000,0.0000,16/08/16,07:18:07
$43.9,36.7,558.0,0.0000,0.0000,0.0000,16/08/16,07:23:07
$43.6,36.7,558.1,0.0000,0.0000,0.0000,16/08/16,07:28:06
$41.1,36.7,558.3,0.0000,0.0000,0.0000,16/08/16,07:33:06
$40.8,36.7,558.2,0.0000,0.0000,0.0000,16/08/16,07:38:07
$41.4,36.7,558.3,0.0000,0.0000,0.0000,16/08/16,07:43:07
$41.0,36.7,558.3,0.0000,0.0000,0.0000,16/08/16,07:48:07
$40.3,36.7,558.2,0.0000,0.0000,0.0000,16/08/16,07:53:06
$41.2,36.7,558.2,0.0000,0.0000,0.0000,16/08/16,07:58:06
$41.7,36.7,558.1,0.0000,0.0000,0.0000,16/08/16,08:03:06
$43.1,36.7,558.1,0.0000,0.0000,0.0000,16/08/16,08:08:07
$42.7,36.7,558.0,0.0000,0.0000,0.0000,16/08/16,08:13:07
$42.6,36.7,557.9,0.0000,0.0000,0.0000,16/08/16,08:18:07
$42.1,36.7,558.2,0.0000,0.0000,0.0000,16/08/16,08:23:06
$41.6,36.8,558.3,0.0000,0.0000,0.0000,16/08/16,08:28:06
$42.6,36.8,557.9,0.0000,0.0000,0.0000,16/08/16,08:33:06
$42.4,36.8,558.0,0.0000,0.0000,0.0000,16/08/16,08:38:07
$42.3,36.8,557.8,0.0000,0.0000,0.0000,16/08/16,08:43:07
$42.5,36.8,557.6,0.0000,0.0000,0.0000,16/08/16,08:48:07
$42.8,36.8,557.8,0.0000,0.0000,0.0000,16/08/16,08:53:06
$42.8,36.8,557.7,0.0000,0.0000,0.0000,16/08/16,08:58:06
$42.2,36.8,557.8,0.0000,0.0000,0.0000,16/08/16,09:03:07
$43.4,36.8,557.1,0.0000,0.0000,0.0000,16/08/16,09:08:07
$44.0,36.8,557.5,0.0000,0.0000,0.0000,16/08/16,09:13:07
$45.2,36.8,557.6,0.0000,0.0000,0.0000,16/08/16,09:18:07
$45.4,36.9,557.5,0.0000,0.0000,0.0000,16/08/16,09:23:06
$45.0,36.9,557.5,0.0000,0.0000,0.0000,16/08/16,09:28:06
$44.9,36.9,557.5,0.0000,0.0000,0.0000,16/08/16,09:33:07
$42.6,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,09:38:07
$40.9,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,09:43:07
$42.7,36.9,557.2,0.0000,0.0000,0.0000,16/08/16,09:48:06
$40.8,36.9,557.3,0.0000,0.0000,0.0000,16/08/16,09:53:06
$41.7,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,09:58:06
$40.3,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,10:03:07
$42.3,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,10:08:07
$43.8,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,10:13:07
$43.2,36.9,557.1,0.0000,0.0000,0.0000,16/08/16,10:18:06
$45.0,36.9,557.5,0.0000,0.0000,0.0000,16/08/16,10:23:06
$46.9,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,10:28:07
$46.9,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,10:33:07
$45.3,36.9,557.2,0.0000,0.0000,0.0000,16/08/16,10:38:07
$44.2,37.0,557.4,0.0000,0.0000,0.0000,16/08/16,10:43:07
$43.2,36.9,557.6,0.0000,0.0000,0.0000,16/08/16,10:48:06
$39.7,37.0,557.7,0.0000,0.0000,0.0000,16/08/16,10:53:06
$38.5,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,10:58:07
$31.9,37.0,558.1,0.0000,0.0000,0.0000,16/08/16,11:03:07
$25.1,36.9,557.9,0.0000,0.0000,0.0000,16/08/16,11:08:07
$28.5,36.9,557.7,0.0000,0.0000,0.0000,16/08/16,11:13:06
$31.4,37.0,557.7,0.0000,0.0000,0.0000,16/08/16,11:18:06
$34.1,36.9,557.7,0.0000,0.0000,0.0000,16/08/16,11:23:06
$38.0,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,11:28:07
$38.4,36.9,557.3,0.0000,0.0000,0.0000,16/08/16,11:33:07
$44.4,36.9,557.6,0.0000,0.0000,0.0000,16/08/16,11:38:07
$46.0,36.9,557.6,0.0000,0.0000,0.0000,16/08/16,11:43:06
$48.8,36.9,557.5,0.0000,0.0000,0.0000,16/08/16,11:48:06
$51.2,36.9,557.3,0.0000,0.0000,0.0000,16/08/16,11:53:06
$53.9,36.9,557.5,0.0000,0.0000,0.0000,16/08/16,11:58:07
$53.9,36.9,557.6,0.0000,0.0000,0.0000,16/08/16,12:03:07
$53.9,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,12:08:07
$54.6,36.9,557.5,0.0000,0.0000,0.0000,16/08/16,12:13:06
$54.5,36.9,557.3,0.0000,0.0000,0.0000,16/08/16,12:18:06
$57.1,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,12:23:07
$60.1,36.9,557.7,0.0000,0.0000,0.0000,16/08/16,12:28:07
$62.9,36.9,557.3,0.0000,0.0000,0.0000,16/08/16,12:33:07
$65.5,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,12:38:07
$65.8,36.9,557.0,0.0000,0.0000,0.0000,16/08/16,12:43:06
$67.6,36.9,557.3,0.0000,0.0000,0.0000,16/08/16,12:48:06
$68.5,36.9,557.4,0.0000,0.0000,0.0000,16/08/16,12:53:07
$69.5,36.8,557.3,0.0000,0.0000,0.0000,16/08/16,12:58:07
$70.4,36.9,557.5,0.0000,0.0000,0.0000,16/08/16,13:03:07
$72.3,36.8,557.5,0.0000,0.0000,0.0000,16/08/16,13:08:06
$71.7,36.8,557.3,0.0000,0.0000,0.0000,16/08/16,13:13:06
$74.1,36.8,557.3,0.0000,0.0000,0.0000,16/08/16,13:18:06
$76.3,36.8,557.3,0.0000,0.0000,0.0000,16/08/16,13:23:07
$76.5,36.8,557.4,0.0000,0.0000,0.0000,16/08/16,13:28:07
$77.1,36.8,557.2,0.0000,0.0000,0.0000,16/08/16,13:33:07
$76.8,36.8,557.3,0.0000,0.0000,0.0000,16/08/16,13:38:06
$78.0,36.8,557.4,0.0000,0.0000,0.0000,16/08/16,13:43:06
$79.2,36.9,557.3,0.0000,0.0000,0.0000,16/08/16,13:48:06
$81.3,36.8,557.2,0.0000,0.0000,0.0000,16/08/16,13:53:07
$84.0,36.8,557.1,0.0000,0.0000,0.0000,16/08/16,13:58:07
$83.5,36.8,557.3,0.0000,0.0000,0.0000,16/08/16,14:03:07
$80.9,36.8,557.3,0.0000,0.0000,0.0000,16/08/16,14:08:06
$80.7,36.8,557.2,0.0000,0.0000,0.0000,16/08/16,14:13:06
$83.7,36.8,557.1,0.0000,0.0000,0.0000,16/08/16,14:18:07
$84.5,36.8,557.3,0.0000,0.0000,0.0000,16/08/16,14:23:07
$85.0,36.8,557.3,0.0000,0.0000,0.0000,16/08/16,14:28:07
$87.8,36.8,557.1,0.0000,0.0000,0.0000,16/08/16,14:33:07
$83.7,36.8,556.9,0.0000,0.0000,0.0000,16/08/16,14:38:06
$80.0,36.8,557.1,0.0000,0.0000,0.0000,16/08/16,14:43:06
$81.5,36.8,557.3,0.0000,0.0000,0.0000,16/08/16,14:48:07
$77.7,36.8,556.9,0.0000,0.0000,0.0000,16/08/16,14:53:07
$70.7,36.8,557.3,0.0000,0.0000,0.0000,16/08/16,14:58:07
$66.8,36.7,556.7,0.0000,0.0000,0.0000,16/08/16,15:03:06
$65.5,36.8,556.6,0.0000,0.0000,0.0000,16/08/16,15:08:06
$68.4,36.8,556.8,0.0000,0.0000,0.0000,16/08/16,15:13:06
$67.5,36.8,557.0,0.0000,0.0000,0.0000,16/08/16,15:18:07
$60.8,36.8,556.8,0.0000,0.0000,0.0000,16/08/16,15:23:07
$58.5,36.8,556.4,0.0000,0.0000,0.0000,16/08/16,15:28:07
$63.1,36.8,556.7,0.0000,0.0000,0.0000,16/08/16,15:33:06
$65.4,36.8,556.8,0.0000,0.0000,0.0000,16/08/16,15:38:06
$62.8,36.8,556.8,0.0000,0.0000,0.0000,16/08/16,15:43:07
$62.6,36.8,556.5,0.0000,0.0000,0.0000,16/08/16,15:48:07
$72.1,36.7,556.7,0.0000,0.0000,0.0000,16/08/16,15:53:07
$73.0,36.8,556.5,0.0000,0.0000,0.0000,16/08/16,15:58:07
$76.8,36.7,556.5,0.0000,0.0000,0.0000,16/08/16,16:03:06
$81.4,36.8,556.6,0.0000,0.0000,0.0000,16/08/16,16:08:06
$80.5,36.7,556.7,0.0000,0.0000,0.0000,16/08/16,16:13:07
$81.6,36.8,556.7,0.0000,0.0000,0.0000,16/08/16,16:18:07
$78.3,36.8,556.8,0.0000,0.0000,0.0000,16/08/16,16:23:07
$79.0,36.8,556.4,0.0000,0.0000,0.0000,16/08/16,16:28:07
$73.4,36.8,556.6,0.0000,0.0000,0.0000,16/08/16,16:33:06
$70.0,36.8,556.6,0.0000,0.0000,0.0000,16/08/16,16:38:06
$68.5,36.8,556.7,0.0000,0.0000,0.0000,16/08/16,16:43:07
$62.1,36.8,557.0,0.0000,0.0000,0.0000,16/08/16,16:48:07
$61.7,36.7,556.8,0.0000,0.0000,0.0000,16/08/16,16:53:07
$60.7,36.7,556.6,0.0000,0.0000,0.0000,16/08/16,16:58:06
$59.8,36.7,556.7,0.0000,0.0000,0.0000,16/08/16,17:03:06
$61.0,36.7,556.6,0.0000,0.0000,0.0000,16/08/16,17:08:06
$63.4,36.7,556.3,0.0000,0.0000,0.0000,16/08/16,17:13:07
$62.9,36.7,556.7,0.0000,0.0000,0.0000,16/08/16,17:18:07
$62.5,36.7,556.7,0.0000,0.0000,0.0000,16/08/16,17:23:07
$59.5,36.7,556.6,0.0000,0.0000,0.0000,16/08/16,17:28:06
$59.2,36.6,556.8,0.0000,0.0000,0.0000,16/08/16,17:33:06
$56.6,36.7,556.8,0.0000,0.0000,0.0000,16/08/16,17:38:07
$58.8,36.6,556.8,0.0000,0.0000,0.0000,16/08/16,17:43:07
$65.5,36.7,557.0,0.0000,0.0000,0.0000,16/08/16,17:48:07
$68.8,36.6,557.0,0.0000,0.0000,0.0000,16/08/16,17:53:07
$67.1,36.6,557.1,0.0000,0.0000,0.0000,16/08/16,17:58:06
